IdCliente;Fecha Nacimiento;Actividad Laboral;Estado Civil;Nivel Educacional;Tiene Mora;Saldo Medio Anual;Tiene Crédito Hipotecario;Tiene Crédito de Consumo;Medio de Contacto Preferente;Contactos con su Ejecutivo;Tiene Inversiones
121;4/3/1946;Jubilado;Casado;Universitario;No;462000;No;No;Celular;0;No
8803;2/4/1962;Trabajador Dependiente;Casado;Universitario;No;462000;Si;No;Celular;0;No
14939;8/4/1968;Trabajador Dependiente;Casado;Universitario;No;462000;Si;No;Celular;0;No
21918;14/4/1966;Trabajador Dependiente;Casado;Universitario;No;462000;Si;No;Celular;0;Si
26590;17/4/1969;Trabajador Dependiente;Casado;Universitario;No;462000;No;No;Celular;0;No
42034;25/4/1977;Trabajador Dependiente;Casado;Universitario;No;462000;Si;Si;Celular;0;No
11277;5/4/1965;Empresario;Casado;Universitario;No;461000;No;Si;Celular;0;No
25947;16/4/1969;Trabajador Dependiente;Casado;Universitario;No;461000;Si;No;Emailing;0;No
2434;25/3/1965;Trabajador Dependiente;Casado;Universitario;No;460000;No;No;Celular;0;No
13817;7/4/1967;Gerente;Casado;Universitario;No;460000;No;No;Celular;0;No
17191;10/4/1970;Gerente;Casado;Universitario;No;460000;No;Si;Celular;0;No
37021;22/4/1976;Gerente;Casado;Universitario;No;460000;Si;No;Emailing;0;No
366;11/3/1950;Jubilado;Casado;Universitario;No;459000;No;No;Celular;0;Si
6640;31/3/1960;Trabajador Dependiente;Casado;Universitario;No;459000;No;No;Celular;1;No
6840;31/3/1960;Trabajador Dependiente;Casado;Universitario;No;459000;No;No;Celular;0;Si
12122;5/4/1965;Trabajador Dependiente;Casado;Universitario;No;459000;No;No;Celular;1;No
13216;6/4/1966;Empresario;Casado;Universitario;No;459000;Si;No;Celular;0;No
13257;6/4/1966;Trabajador Dependiente;Casado;Universitario;No;459000;No;No;Celular;0;No
13788;7/4/1967;Gerente;Casado;Universitario;No;459000;Si;No;Emailing;0;No
23007;14/4/1969;Trabajador Dependiente;Casado;Universitario;No;459000;Si;No;Emailing;0;No
25439;16/4/1971;Trabajador Dependiente;Casado;Universitario;No;459000;No;No;Celular;0;No
37326;22/4/1977;Gerente;Casado;Universitario;No;459000;No;No;Celular;0;No
40327;24/4/1979;Trabajador Dependiente;Casado;Universitario;No;459000;Si;Si;Celular;1;No
41446;25/4/1980;Trabajador Dependiente;Casado;Universitario;No;459000;Si;Si;Emailing;0;No
12425;6/4/1966;Gerente;Casado;Universitario;No;458000;No;No;Celular;0;No
14521;8/4/1968;Gerente;Casado;Universitario;No;458000;Si;No;Celular;0;No
15537;8/4/1968;Trabajador Dependiente;Casado;Universitario;No;458000;Si;Si;Celular;0;No
38497;23/4/1970;Trabajador Dependiente;Casado;Universitario;No;458000;Si;No;Emailing;0;No
42062;25/4/1972;Trabajador Dependiente;Casado;Universitario;No;458000;Si;No;Celular;0;No
5702;29/3/1958;Trabajador Dependiente;Casado;Universitario;No;457000;Si;No;Emailing;0;No
10898;4/4/1964;Trabajador Dependiente;Casado;Universitario;No;457000;Si;Si;Emailing;0;No
13731;7/4/1967;Trabajador Dependiente;Casado;Universitario;No;457000;Si;Si;Emailing;0;No
21816;13/4/1961;Trabajador Dependiente;Casado;Universitario;No;457000;No;No;Emailing;0;No
28918;18/4/1966;Trabajador Dependiente;Casado;Universitario;No;457000;Si;No;Celular;2;No
30520;19/4/1967;Trabajador Dependiente;Casado;Universitario;No;457000;Si;Si;Emailing;0;No
30784;19/4/1967;Trabajador Dependiente;Casado;Universitario;No;457000;Si;No;Emailing;0;No
30846;19/4/1967;Trabajador Dependiente;Casado;Universitario;No;457000;Si;No;Emailing;0;No
31101;19/4/1967;Trabajador Dependiente;Casado;Universitario;No;457000;No;No;Celular;0;No
37093;22/4/1970;Trabajador Dependiente;Casado;Universitario;No;457000;Si;No;Celular;5;No
37156;22/4/1970;Trabajador Dependiente;Casado;Universitario;No;457000;Si;No;Celular;0;No
38689;23/4/1971;Trabajador Dependiente;Casado;Universitario;No;457000;Si;No;Emailing;0;No
40602;24/4/1972;Trabajador Dependiente;Casado;Universitario;No;457000;Si;No;Celular;1;No
11524;5/4/1965;Trabajador Dependiente;Casado;Universitario;No;456000;Si;Si;Emailing;0;No
14102;7/4/1967;Trabajador Dependiente;Casado;Universitario;No;456000;No;Si;Celular;0;Si
14940;8/4/1968;Trabajador Dependiente;Casado;Universitario;No;456000;Si;No;Celular;0;No
19423;12/4/1961;Gerente;Casado;Universitario;No;456000;Si;No;Celular;0;Si
22251;14/4/1963;Trabajador Dependiente;Casado;Universitario;No;456000;Si;No;Celular;0;No
26341;16/4/1965;Trabajador Dependiente;Casado;Universitario;No;456000;No;Si;Fono Particular;0;No
27406;17/4/1966;Trabajador Dependiente;Casado;Universitario;No;456000;Si;Si;Celular;4;No
29588;18/4/1967;Trabajador Dependiente;Casado;Universitario;No;456000;Si;No;Emailing;0;No
29591;18/4/1967;Trabajador Dependiente;Casado;Universitario;No;456000;Si;Si;Emailing;0;No
33218;20/4/1969;Trabajador Dependiente;Casado;Universitario;No;456000;No;No;Fono Particular;0;No
35147;21/4/1970;Trabajador Dependiente;Casado;Universitario;No;456000;No;No;Celular;0;No
44621;29/4/1978;Trabajador Dependiente;Casado;Universitario;No;456000;No;No;Celular;0;No
3325;27/3/1956;Jubilado;Casado;Universitario;No;455000;Si;No;Celular;0;No
28422;18/4/1968;Trabajador Dependiente;Casado;Universitario;No;455000;Si;No;Celular;3;No
30558;19/4/1969;Trabajador Dependiente;Casado;Universitario;No;455000;Si;No;Emailing;0;No
33686;20/4/1970;Gerente;Casado;Universitario;No;455000;Si;Si;Emailing;0;No
41755;25/4/1975;Trabajador Dependiente;Casado;Universitario;No;455000;No;No;Celular;0;No
2386;25/3/1968;Trabajador Dependiente;Casado;Universitario;No;454000;No;No;Celular;0;No
19143;11/4/1971;Trabajador Dependiente;Casado;Universitario;No;454000;Si;No;Celular;0;No
26121;16/4/1967;Trabajador Dependiente;Casado;Universitario;No;454000;Si;No;Emailing;0;No
38154;22/4/1973;Trabajador Dependiente;Casado;Universitario;No;454000;Si;No;Emailing;0;No
43169;27/4/1978;Trabajador Dependiente;Casado;Universitario;No;454000;Si;Si;Emailing;0;No
9903;3/4/1963;Gerente;Casado;Universitario;No;453000;No;Si;Emailing;0;No
22839;14/4/1966;Trabajador Dependiente;Casado;Universitario;No;453000;Si;Si;Emailing;0;No
25985;16/4/1968;Trabajador Dependiente;Casado;Universitario;No;453000;Si;Si;Emailing;0;No
27785;17/4/1969;Trabajador Dependiente;Casado;Universitario;No;453000;Si;No;Celular;2;No
29672;18/4/1970;Trabajador Dependiente;Casado;Universitario;No;453000;Si;No;Emailing;0;No
38677;23/4/1975;Trabajador Dependiente;Casado;Universitario;No;453000;Si;No;Emailing;0;No
41004;24/4/1976;Trabajador Dependiente;Casado;Universitario;No;453000;Si;No;Celular;0;No
3863;27/3/1956;Trabajador Dependiente;Casado;Universitario;No;452000;Si;No;Emailing;0;No
9283;3/4/1963;Trabajador Dependiente;Casado;Universitario;No;452000;No;No;Celular;0;No
12277;6/4/1966;Trabajador Dependiente;Casado;Universitario;No;452000;No;No;Celular;0;No
17601;10/4/1970;Gerente;Casado;Universitario;No;452000;Si;No;Emailing;0;No
18900;11/4/1971;Trabajador Dependiente;Casado;Universitario;No;452000;Si;No;Celular;0;No
24152;15/4/1968;Trabajador Dependiente;Casado;Universitario;No;452000;Si;No;Celular;0;No
30639;19/4/1972;Trabajador Dependiente;Casado;Universitario;No;452000;Si;No;Emailing;0;No
33368;20/4/1973;Gerente;Casado;Universitario;No;452000;Si;No;Celular;0;No
634;16/3/1956;Jubilado;Casado;Universitario;No;451000;No;No;Celular;0;Si
2670;26/3/1966;Trabajador Dependiente;Casado;Universitario;No;451000;No;No;Celular;0;No
6666;31/3/1960;Trabajador Independiente;Casado;Universitario;No;451000;Si;No;Celular;2;No
7158;31/3/1960;Trabajador Independiente;Casado;Universitario;No;451000;Si;No;Emailing;0;No
10121;3/4/1963;Gerente;Casado;Universitario;No;451000;Si;No;Celular;0;No
13978;7/4/1967;Trabajador Dependiente;Casado;Universitario;No;451000;Si;Si;Celular;0;No
20843;13/4/1967;Trabajador Dependiente;Casado;Universitario;No;451000;Si;Si;Emailing;0;No
21251;13/4/1967;Trabajador Dependiente;Casado;Universitario;No;451000;Si;No;Celular;1;No
22857;14/4/1968;Trabajador Dependiente;Casado;Universitario;No;451000;Si;No;Emailing;0;No
23853;15/4/1969;Trabajador Dependiente;Casado;Universitario;No;451000;Si;No;Emailing;0;No
24544;15/4/1969;Trabajador Dependiente;Casado;Universitario;No;451000;No;No;Celular;0;No
28943;18/4/1972;Gerente;Casado;Universitario;No;451000;Si;No;Celular;0;No
36268;22/4/1976;Gerente;Casado;Universitario;No;451000;Si;No;Celular;0;No
39107;23/4/1977;Gerente;Casado;Universitario;No;451000;No;No;Celular;3;No
40048;24/4/1978;Gerente;Casado;Universitario;No;451000;No;No;Celular;1;No
40236;24/4/1978;Gerente;Casado;Universitario;No;451000;No;No;Celular;2;No
40629;24/4/1978;Gerente;Casado;Universitario;No;451000;No;No;Celular;0;No
4530;28/3/1957;Jubilado;Casado;Universitario;No;450000;No;No;Fono Particular;0;No
13902;7/4/1967;Trabajador Dependiente;Casado;Universitario;No;450000;Si;No;Celular;0;No
28856;18/4/1973;Trabajador Dependiente;Casado;Universitario;No;450000;No;No;Celular;0;No
34075;20/4/1975;Trabajador Dependiente;Casado;Universitario;No;450000;Si;No;Emailing;0;No
38752;23/4/1978;Trabajador Dependiente;Casado;Universitario;No;450000;No;No;Emailing;0;No
19741;12/4/1959;Trabajador Dependiente;Casado;Universitario;No;449000;Si;Si;Celular;0;No
19820;12/4/1959;Trabajador Dependiente;Casado;Universitario;No;449000;Si;No;Celular;0;No
30055;18/4/1965;Trabajador Dependiente;Casado;Universitario;No;449000;Si;No;Celular;0;No
30133;18/4/1965;Trabajador Dependiente;Casado;Universitario;No;449000;Si;No;Celular;0;No
374;11/3/1957;Jubilado;Casado;Universitario;No;448000;No;No;Celular;1;No
379;11/3/1957;Jubilado;Casado;Universitario;No;448000;No;No;Celular;0;Si
2079;25/3/1971;Trabajador Dependiente;Casado;Universitario;No;448000;No;No;Emailing;7;No
4600;28/3/1957;Trabajador Dependiente;Casado;Universitario;No;448000;Si;Si;Celular;2;Si
5790;30/3/1959;Trabajador Dependiente;Casado;Universitario;No;448000;Si;Si;Celular;0;No
11596;5/4/1965;Trabajador Dependiente;Casado;Universitario;No;448000;Si;No;Emailing;0;No
27250;17/4/1965;Trabajador Dependiente;Casado;Universitario;No;448000;Si;No;Emailing;0;No
16039;9/4/1969;Trabajador Dependiente;Casado;Universitario;No;447000;Si;Si;Emailing;0;No
24709;15/4/1964;Trabajador Dependiente;Casado;Universitario;No;447000;Si;No;Celular;0;No
37007;22/4/1971;Trabajador Dependiente;Casado;Universitario;No;447000;No;No;Celular;3;Si
37382;22/4/1971;Trabajador Dependiente;Casado;Universitario;No;447000;No;No;Celular;0;Si
6135;30/3/1959;Gerente;Casado;Universitario;No;446000;No;No;Celular;4;No
6224;30/3/1959;Gerente;Casado;Universitario;No;446000;No;No;Celular;8;No
14471;8/4/1968;Gerente;Casado;Universitario;No;446000;No;No;Celular;0;Si
15308;8/4/1968;Trabajador Dependiente;Casado;Universitario;No;446000;Si;No;Emailing;0;No
16514;9/4/1969;Gerente;Casado;Universitario;No;446000;No;No;Celular;0;No
19459;12/4/1962;Trabajador Dependiente;Casado;Universitario;No;446000;Si;No;Celular;1;No
19889;12/4/1962;Trabajador Dependiente;Casado;Universitario;No;446000;Si;No;Celular;2;No
20936;13/4/1963;Trabajador Dependiente;Casado;Universitario;No;446000;Si;No;Emailing;0;Si
26604;17/4/1967;Gerente;Casado;Universitario;No;446000;Si;No;Fono Particular;0;No
604;16/3/1959;Trabajador Dependiente;Casado;Universitario;No;445000;No;No;Celular;0;Si
13320;7/4/1967;Gerente;Casado;Universitario;No;445000;Si;No;Celular;0;No
16731;9/4/1969;Gerente;Casado;Universitario;No;445000;No;Si;Fono Particular;7;No
16975;10/4/1970;Trabajador Dependiente;Casado;Universitario;No;445000;Si;No;Emailing;0;No
17703;10/4/1970;Gerente;Casado;Universitario;No;445000;No;Si;Emailing;0;No
17773;10/4/1970;Gerente;Casado;Universitario;No;445000;No;No;Celular;0;No
18305;11/4/1971;Trabajador Dependiente;Casado;Universitario;No;445000;Si;No;Emailing;0;No
18523;11/4/1971;Trabajador Dependiente;Casado;Universitario;No;445000;Si;No;Emailing;0;No
26155;16/4/1967;Trabajador Dependiente;Casado;Universitario;No;445000;Si;No;Emailing;0;No
28549;18/4/1969;Trabajador Dependiente;Casado;Universitario;No;445000;Si;No;Celular;2;No
30211;19/4/1970;Trabajador Dependiente;Casado;Universitario;No;445000;No;No;Celular;0;No
40823;24/4/1975;Trabajador Dependiente;Casado;Universitario;No;445000;Si;No;Emailing;0;No
2407;25/3/1967;Trabajador Dependiente;Casado;Universitario;No;444000;Si;No;Emailing;0;No
25097;16/4/1968;Trabajador Dependiente;Casado;Universitario;No;444000;No;No;Celular;9;No
26069;16/4/1968;Trabajador Independiente;Casado;Universitario;No;444000;Si;No;Emailing;0;No
27267;17/4/1969;Trabajador Dependiente;Casado;Universitario;No;444000;No;No;Celular;2;No
28886;18/4/1970;Trabajador Dependiente;Casado;Universitario;No;444000;Si;No;Celular;0;No
29062;18/4/1970;Trabajador Dependiente;Casado;Universitario;No;444000;No;No;Celular;0;No
30359;19/4/1971;Trabajador Dependiente;Casado;Universitario;No;444000;Si;No;Celular;0;No
342;11/3/1952;Jubilado;Casado;Universitario;No;443000;No;No;Celular;0;No
13074;6/4/1966;Trabajador Dependiente;Casado;Universitario;No;443000;No;No;Celular;0;No
18437;11/4/1971;Trabajador Dependiente;Casado;Universitario;No;443000;Si;No;Emailing;0;Si
28940;18/4/1971;Trabajador Dependiente;Casado;Universitario;No;443000;Si;No;Celular;3;No
31218;19/4/1972;Gerente;Casado;Universitario;No;443000;No;No;Celular;0;Si
13574;7/4/1967;Trabajador Dependiente;Casado;Universitario;No;442000;Si;No;Emailing;0;No
19944;12/4/1966;Trabajador Dependiente;Casado;Universitario;No;442000;Si;Si;Emailing;0;No
21157;13/4/1967;Trabajador Dependiente;Casado;Universitario;No;442000;Si;No;Celular;0;No
22627;14/4/1968;Empresario;Casado;Universitario;No;442000;No;No;Celular;0;No
27404;17/4/1971;Trabajador Dependiente;Casado;Universitario;No;442000;Si;No;Celular;3;No
29951;18/4/1972;Trabajador Dependiente;Casado;Universitario;No;442000;Si;No;Emailing;0;No
32008;19/4/1973;Trabajador Independiente;Casado;Universitario;No;442000;Si;No;Celular;2;No
33715;20/4/1974;Gerente;Casado;Universitario;No;442000;Si;No;Emailing;0;No
34518;21/4/1975;Trabajador Dependiente;Casado;Universitario;No;442000;Si;No;Emailing;0;No
36605;22/4/1976;Trabajador Dependiente;Casado;Universitario;No;442000;Si;No;Celular;2;No
38530;23/4/1977;Trabajador Dependiente;Casado;Universitario;No;442000;Si;No;Emailing;0;No
8322;2/4/1962;Gerente;Casado;Universitario;No;441000;Si;No;Celular;2;No
18940;11/4/1971;Gerente;Casado;Universitario;No;441000;No;No;Celular;0;No
23131;14/4/1969;Trabajador Dependiente;Casado;Universitario;No;441000;No;No;Emailing;0;No
24338;15/4/1970;Gerente;Casado;Universitario;No;441000;Si;Si;Celular;0;No
27433;17/4/1972;Gerente;Casado;Universitario;No;441000;Si;Si;Celular;0;No
28219;17/4/1972;Trabajador Dependiente;Casado;Universitario;No;441000;Si;No;Celular;1;No
29713;18/4/1973;Trabajador Dependiente;Casado;Universitario;No;441000;Si;No;Emailing;0;No
8474;2/4/1962;Trabajador Dependiente;Casado;Universitario;No;440000;No;No;Celular;0;No
11677;5/4/1965;Trabajador Dependiente;Casado;Universitario;No;440000;Si;No;Celular;1;No
13056;6/4/1966;Trabajador Dependiente;Casado;Universitario;No;440000;Si;No;Emailing;0;No
19305;12/4/1959;Trabajador Dependiente;Casado;Universitario;No;440000;Si;No;Celular;2;No
20524;13/4/1960;Trabajador Dependiente;Casado;Universitario;No;440000;Si;No;Emailing;0;No
29632;18/4/1965;Gerente;Casado;Universitario;No;440000;Si;No;Emailing;0;No
34286;21/4/1968;Gerente;Casado;Universitario;No;440000;No;No;Celular;0;No
37688;22/4/1969;Trabajador Dependiente;Casado;Universitario;No;440000;Si;No;Emailing;0;No
12027;5/4/1965;Trabajador Dependiente;Casado;Universitario;No;439000;Si;No;Celular;2;No
13038;6/4/1966;Trabajador Dependiente;Casado;Universitario;No;439000;Si;No;Celular;0;No
17519;10/4/1970;Gerente;Casado;Universitario;No;439000;No;No;Emailing;0;No
22844;14/4/1962;Trabajador Dependiente;Casado;Universitario;No;439000;No;No;Emailing;0;No
22868;14/4/1962;Trabajador Dependiente;Casado;Universitario;No;439000;Si;No;Emailing;0;No
26230;16/4/1964;Trabajador Dependiente;Casado;Universitario;No;439000;No;No;Emailing;0;No
26968;17/4/1965;Trabajador Dependiente;Casado;Universitario;No;439000;Si;No;Emailing;0;No
27057;17/4/1965;Trabajador Dependiente;Casado;Universitario;No;439000;Si;No;Emailing;0;No
28155;17/4/1965;Trabajador Dependiente;Casado;Universitario;No;439000;Si;No;Fono Particular;0;No
37174;22/4/1970;Trabajador Dependiente;Casado;Universitario;No;439000;Si;No;Celular;0;No
37751;22/4/1970;Trabajador Dependiente;Casado;Universitario;No;439000;No;No;Emailing;0;No
1551;24/3/1969;Trabajador Dependiente;Casado;Universitario;No;438000;Si;No;Fono Particular;0;No
11909;5/4/1965;Gerente;Casado;Universitario;No;438000;No;No;Celular;0;No
12967;6/4/1966;Trabajador Dependiente;Casado;Universitario;No;438000;Si;No;Emailing;0;No
14226;7/4/1967;Trabajador Dependiente;Casado;Universitario;No;438000;No;No;Celular;0;No
15705;9/4/1969;Gerente;Casado;Universitario;No;438000;Si;No;Fono Particular;0;No
16383;9/4/1969;Gerente;Casado;Universitario;No;438000;Si;No;Fono Particular;1;No
17520;10/4/1970;Gerente;Casado;Universitario;No;438000;No;No;Emailing;0;No
19288;12/4/1961;Trabajador Dependiente;Casado;Universitario;No;438000;No;No;Celular;0;No
20004;12/4/1961;Trabajador Dependiente;Casado;Universitario;No;438000;Si;No;Emailing;0;No
21682;13/4/1962;Trabajador Dependiente;Casado;Universitario;No;438000;Si;No;Fono Particular;0;No
21706;13/4/1962;Trabajador Dependiente;Casado;Universitario;No;438000;Si;No;Celular;0;No
30881;19/4/1968;Trabajador Dependiente;Casado;Universitario;No;438000;Si;Si;Celular;1;No
33553;20/4/1969;Trabajador Dependiente;Casado;Universitario;No;438000;Si;Si;Emailing;0;No
1785;25/3/1969;Trabajador Dependiente;Casado;Universitario;No;437000;Si;No;Fono Particular;0;No
7957;1/4/1961;Gerente;Casado;Universitario;No;437000;No;No;Fono Particular;1;No
8375;2/4/1962;Gerente;Casado;Universitario;No;437000;Si;No;Celular;0;No
12613;6/4/1966;Gerente;Casado;Universitario;No;437000;Si;No;Celular;0;No
17237;10/4/1970;Trabajador Dependiente;Casado;Universitario;No;437000;Si;No;Celular;0;No
19022;11/4/1971;Trabajador Dependiente;Casado;Universitario;No;437000;Si;No;Celular;1;No
19400;12/4/1962;Trabajador Dependiente;Casado;Universitario;No;437000;Si;No;Celular;0;No
20094;12/4/1962;Gerente;Casado;Universitario;No;437000;Si;No;Emailing;0;No
28931;18/4/1968;Trabajador Dependiente;Casado;Universitario;No;437000;Si;No;Celular;0;No
29949;18/4/1968;Trabajador Dependiente;Casado;Universitario;No;437000;Si;No;Emailing;0;No
34041;20/4/1970;Gerente;Casado;Universitario;No;437000;Si;No;Celular;0;No
7157;31/3/1960;Trabajador Dependiente;Casado;Universitario;No;436000;Si;No;Emailing;0;No
10578;4/4/1964;Gerente;Casado;Universitario;No;436000;No;No;Celular;0;No
29414;18/4/1969;Gerente;Casado;Universitario;No;436000;No;Si;Celular;4;No
30282;19/4/1970;Gerente;Casado;Universitario;No;436000;No;Si;Celular;0;No
31416;19/4/1970;Gerente;Casado;Universitario;No;436000;Si;No;Celular;1;No
33708;20/4/1971;Gerente;Casado;Universitario;No;436000;Si;No;Emailing;0;No
42969;26/4/1977;Trabajador Dependiente;Casado;Universitario;No;436000;Si;No;Celular;0;No
21855;14/4/1966;Trabajador Dependiente;Casado;Universitario;No;435000;Si;No;Celular;3;No
23769;15/4/1967;Trabajador Dependiente;Casado;Universitario;No;435000;Si;No;Emailing;0;No
34975;21/4/1973;Trabajador Dependiente;Casado;Universitario;No;435000;Si;No;Celular;1;No
37558;22/4/1974;Trabajador Dependiente;Casado;Universitario;No;435000;Si;No;Emailing;0;No
2340;25/3/1966;Trabajador Dependiente;Casado;Universitario;No;434000;Si;No;Emailing;0;No
9132;2/4/1962;Trabajador Dependiente;Casado;Universitario;No;434000;No;No;Celular;0;No
11900;5/4/1965;Trabajador Dependiente;Casado;Universitario;No;434000;No;No;Celular;0;No
12349;6/4/1966;Gerente;Casado;Universitario;No;434000;No;No;Celular;0;No
14826;8/4/1968;Trabajador Dependiente;Casado;Universitario;No;434000;No;No;Celular;0;No
14883;8/4/1968;Trabajador Dependiente;Casado;Universitario;No;434000;No;Si;Celular;0;No
23801;15/4/1968;Trabajador Dependiente;Casado;Universitario;No;434000;Si;No;Emailing;0;No
31325;19/4/1972;Trabajador Dependiente;Casado;Universitario;No;434000;No;No;Celular;0;No
13;24/2/1936;Jubilado;Casado;Universitario;No;433000;No;No;Fono Particular;1;No
17;25/2/1937;Jubilado;Casado;Universitario;No;433000;No;No;Fono Particular;0;No
6092;30/3/1959;Trabajador Dependiente;Casado;Universitario;No;433000;Si;No;Celular;0;No
10188;3/4/1963;Empresario;Casado;Universitario;No;433000;Si;No;Celular;0;No
19800;12/4/1966;Trabajador Dependiente;Casado;Universitario;No;433000;Si;No;Celular;0;No
23617;15/4/1969;Trabajador Dependiente;Casado;Universitario;No;433000;No;No;Emailing;0;No
24302;15/4/1969;Trabajador Dependiente;Casado;Universitario;No;433000;No;No;Celular;0;No
24428;15/4/1969;Trabajador Dependiente;Casado;Universitario;No;433000;No;No;Celular;3;No
36828;22/4/1976;Trabajador Dependiente;Casado;Universitario;No;433000;No;Si;Celular;0;No
12587;6/4/1966;Trabajador Dependiente;Casado;Universitario;No;432000;No;No;Celular;0;No
21625;13/4/1968;Gerente;Casado;Universitario;No;432000;Si;Si;Celular;0;No
37102;22/4/1977;Gerente;Casado;Universitario;No;432000;Si;No;Celular;0;No
37777;22/4/1977;Trabajador Dependiente;Casado;Universitario;No;432000;Si;No;Emailing;0;No
5527;29/3/1958;Trabajador Dependiente;Casado;Universitario;No;431000;Si;No;Emailing;0;No
8028;1/4/1961;Trabajador Dependiente;Casado;Universitario;No;431000;No;No;Celular;0;No
14331;7/4/1967;Trabajador Dependiente;Casado;Universitario;No;431000;Si;No;Celular;1;No
15370;8/4/1968;Trabajador Dependiente;Casado;Universitario;No;431000;Si;No;Emailing;0;No
31879;19/4/1966;Trabajador Dependiente;Casado;Universitario;No;431000;Si;No;Celular;0;No
33222;20/4/1967;Gerente;Casado;Universitario;No;431000;Si;No;Fono Particular;0;No
42098;25/4/1972;Trabajador Dependiente;Casado;Universitario;No;431000;Si;No;Celular;3;No
12092;5/4/1965;Trabajador Dependiente;Casado;Universitario;No;430000;No;No;Celular;8;No
12807;6/4/1966;Trabajador Dependiente;Casado;Universitario;No;430000;No;No;Emailing;0;No
14204;7/4/1967;Gerente;Casado;Universitario;No;430000;Si;No;Celular;0;No
14643;8/4/1968;Trabajador Independiente;Casado;Universitario;No;430000;Si;No;Celular;2;No
15420;8/4/1968;Trabajador Dependiente;Casado;Universitario;No;430000;No;Si;Celular;0;No
15801;9/4/1969;Trabajador Independiente;Casado;Universitario;No;430000;Si;No;Celular;0;No
16757;9/4/1969;Gerente;Casado;Universitario;No;430000;No;No;Celular;2;No
17086;10/4/1970;Gerente;Casado;Universitario;No;430000;No;No;Celular;0;No
28922;18/4/1966;Trabajador Dependiente;Casado;Universitario;No;430000;Si;No;Celular;4;No
30003;18/4/1966;Trabajador Dependiente;Casado;Universitario;No;430000;Si;No;Emailing;0;No
30324;19/4/1967;Trabajador Dependiente;Casado;Universitario;No;430000;Si;No;Celular;0;No
36885;22/4/1970;Gerente;Casado;Universitario;No;430000;Si;No;Celular;0;No
152;5/3/1950;Jubilado;Casado;Universitario;No;429000;No;No;Fono Particular;0;Si
8594;2/4/1962;Trabajador Dependiente;Casado;Universitario;No;429000;No;No;Celular;0;No
16259;9/4/1969;Trabajador Dependiente;Casado;Universitario;No;429000;Si;No;Celular;4;No
16788;9/4/1969;Trabajador Dependiente;Casado;Universitario;No;429000;Si;Si;Celular;32;No
17526;10/4/1970;Trabajador Dependiente;Casado;Universitario;No;429000;Si;Si;Emailing;0;No
17726;10/4/1970;Trabajador Dependiente;Casado;Universitario;No;429000;Si;No;Emailing;0;No
19192;11/4/1971;Trabajador Dependiente;Casado;Universitario;No;429000;Si;No;Celular;1;No
20210;12/4/1961;Trabajador Dependiente;Casado;Universitario;No;429000;Si;No;Emailing;0;No
20500;13/4/1962;Trabajador Dependiente;Casado;Universitario;No;429000;No;No;Emailing;0;No
21834;13/4/1962;Gerente;Casado;Universitario;No;429000;Si;No;Celular;4;No
22691;14/4/1963;Gerente;Casado;Universitario;No;429000;Si;No;Emailing;0;No
23091;14/4/1963;Gerente;Casado;Universitario;No;429000;No;No;Celular;0;No
27095;17/4/1966;Trabajador Dependiente;Casado;Universitario;No;429000;Si;No;Emailing;0;No
28460;18/4/1967;Trabajador Dependiente;Casado;Universitario;No;429000;Si;No;Celular;0;No
6163;30/3/1959;Trabajador Dependiente;Casado;Universitario;No;428000;Si;No;Celular;0;No
7750;1/4/1961;Gerente;Casado;Universitario;No;428000;Si;No;Emailing;0;No
10738;4/4/1964;Trabajador Dependiente;Casado;Universitario;No;428000;Si;No;Emailing;0;No
20398;12/4/1962;Trabajador Dependiente;Casado;Universitario;No;428000;No;No;Celular;0;No
26984;17/4/1967;Gerente;Casado;Universitario;No;428000;No;No;Emailing;0;No
30889;19/4/1969;Trabajador Dependiente;Casado;Universitario;No;428000;Si;No;Celular;3;No
32128;19/4/1969;Trabajador Dependiente;Casado;Universitario;No;428000;Si;No;Celular;0;No
35458;21/4/1971;Trabajador Independiente;Casado;Universitario;No;428000;No;Si;Celular;0;No
36028;21/4/1971;Trabajador Dependiente;Casado;Universitario;No;428000;Si;No;Celular;1;No
37444;22/4/1972;Trabajador Dependiente;Casado;Universitario;No;428000;Si;No;Emailing;0;No
37664;22/4/1972;Trabajador Dependiente;Casado;Universitario;No;428000;Si;No;Emailing;0;No
3701;27/3/1956;Jubilado;Casado;Universitario;No;427000;No;No;Celular;0;No
6788;31/3/1960;Trabajador Dependiente;Casado;Universitario;No;427000;No;Si;Celular;0;No
11726;5/4/1965;Gerente;Casado;Universitario;No;427000;No;No;Celular;0;No
19349;12/4/1963;Trabajador Dependiente;Casado;Universitario;No;427000;Si;Si;Celular;0;No
26165;16/4/1967;Trabajador Dependiente;Casado;Universitario;No;427000;Si;Si;Emailing;0;No
5911;30/3/1959;Trabajador Dependiente;Casado;Universitario;No;426000;Si;No;Emailing;0;No
6308;30/3/1959;Trabajador Dependiente;Casado;Universitario;No;426000;Si;No;Celular;1;No
12038;5/4/1965;Trabajador Dependiente;Casado;Universitario;No;426000;Si;Si;Celular;0;No
12117;5/4/1965;Trabajador Dependiente;Casado;Universitario;No;426000;Si;Si;Celular;2;No
25005;16/4/1968;Trabajador Dependiente;Casado;Universitario;No;426000;Si;No;Celular;3;No
